placement_number,record_id,title,authors_as_listed,arxiv,external_url,frontier_code,frontier,topic,paper_path,official_pdf_url
591,,Test Beam and Irradiation Facilities,M. Hartz et al.,2203.09944,https://arxiv.org/abs/2203.09944,IF,Instrumentation,Cross-Cutting Issues and Systems Integration,papers/2203.09944.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.09944.pdf
592,,Superconducting Sensor Fabrication Capabilities for HEP Science,T. Cecil et al.,2203.15978,https://arxiv.org/abs/2203.15978,IF,Instrumentation,Cross-Cutting Issues and Systems Integration,papers/2203.15978.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.15978.pdf
593,,Adding Stroboscopic Muon Information For Reduction of Systematic Uncertainties in DUNE,H. J. Frisch,2212.09524,https://arxiv.org/abs/2212.09524,IF,Instrumentation,Cross-Cutting Issues and Systems Integration,papers/2212.09524.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2212.09524.pdf
594,,Cosmic Microwave Background Measurements White Paper,C. L. Chang et al.,2203.07638,https://arxiv.org/abs/2203.07638,IF,Instrumentation,Radio Detection,papers/2203.07638.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07638.pdf
595,,High-Energy and Ultra-High-Energy Neutrinos,M. Ackermann et al.,2203.08096,https://arxiv.org/abs/2203.08096,IF,Instrumentation,Radio Detection,papers/2203.08096.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08096.pdf
596,,"Large-Format, Transmission-Line-Coupled Kinetic Inductance Detector Arrays for HEP at Millimeter Wavelengths",P. S. Barry et al.,2203.15902,https://arxiv.org/abs/2203.15902,IF,Instrumentation,Radio Detection,papers/2203.15902.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.15902.pdf
597,,"The Forward Physics Facility: Sites, Experiments, and Physics Potential",L. A. Anchordoqui et al.,2109.10905,https://arxiv.org/abs/2109.10905,NF,Neutrinos,General - centered on this frontier,papers/2109.10905.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2109.10905.pdf
598,,Theia: Summary of physics program,M. Askins et al.,2202.12839,https://arxiv.org/abs/2202.12839,NF,Neutrinos,General - centered on this frontier,papers/2202.12839.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2202.12839.pdf
599,,Physics Opportunities for the Fermilab Booster Replacement,J. Arrington et al.,2203.03925,https://arxiv.org/abs/2203.03925,NF,Neutrinos,General - centered on this frontier,papers/2203.03925.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.03925.pdf
600,,The Forward Physics Facility at the High-Luminosity LHC,J. L. Feng et al.,2203.05090,https://arxiv.org/abs/2203.05090,NF,Neutrinos,General - centered on this frontier,papers/2203.05090.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.05090.pdf
601,,DUNE Physics Summary,A. Abed Abud et al. (DUNE Collaboration),2203.06100,https://arxiv.org/abs/2203.06100,NF,Neutrinos,General - centered on this frontier,papers/2203.06100.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06100.pdf
602,,A Gaseous Argon-Based Near Detector to Enhance the Physics Capabilities of DUNE,A. Abed Abud et al.,2203.06281,https://arxiv.org/abs/2203.06281,NF,Neutrinos,General - centered on this frontier,papers//2203.06281.pdf,https://www.slac.stanford.edu/econf/C210711/papers//2203.06281.pdf
603,,The European Spallation Source neutrino Super Beam,A. Alekou et al.,2203.08803,https://arxiv.org/abs/2203.08803,NF,Neutrinos,General - centered on this frontier,papers/2203.08803.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08803.pdf
604,,IsoDAR Overview,J. R. Alonso et al.,2203.08804,https://arxiv.org/abs/2203.08804,NF,Neutrinos,General - centered on this frontier,papers/2203.08804.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08804.pdf
605,,Physics Opportunities in the ORNL Spallation Neutron Source Second Target Station Era,J. Asaadi et al.,2209.02883,https://arxiv.org/abs/2209.02883,NF,Neutrinos,General - centered on this frontier,papers/2209.02883.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2209.02883.pdf
606,,FCC-ee: Your Questions Answered,A. Blondel et al.,1906.02693,https://arxiv.org/abs/1906.02693,NF,Neutrinos,General - cross-listed,papers/1906.02693.pdf,https://www.slac.stanford.edu/econf/C210711/papers/1906.02693.pdf
607,,The Future Circular Collider: a Summary for the US 2021 Snowmass Process,G. Bernardi et al.,2203.06520,https://arxiv.org/abs/2203.06520,NF,Neutrinos,General - cross-listed,papers/2203.06520.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06520.pdf
608,,Detector and Beamline Simulation for Next-Generation High Energy Physics Experiments,S. Banerjee et al.,2203.07614,https://arxiv.org/abs/2203.07614,NF,Neutrinos,General - cross-listed,papers/2203.07614.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07614.pdf
609,,Software and Computing for Small HEP Experiments,D. Casper et al.,2203.07645,https://arxiv.org/abs/2203.07645,NF,Neutrinos,General - cross-listed,papers/2203.07645.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07645.pdf
610,,The Sanford Underground Research Facility,J. Heise.,2203.08293,https://arxiv.org/abs/2203.08293,NF,Neutrinos,General - cross-listed,papers/2203.08293.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08293.pdf
611,,High Energy & High Luminosity γγ Colliders,E. Barzi et al.,2203.08353,https://arxiv.org/abs/2203.08353,NF,Neutrinos,General - cross-listed,papers/2203.08353.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08353.pdf
612,,A Facility for Low-Radioactivity Underground Argon,H. O. Back et al.,2203.09734,https://arxiv.org/abs/2203.09734,NF,Neutrinos,General - cross-listed,papers/2203.09734.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.09734.pdf
613,,In Search of Excellence and Equity in Physics,E. Barzi et al.,2203.10393,https://arxiv.org/abs/2203.10393,NF,Neutrinos,General - cross-listed,papers/2203.10393.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10393.pdf
614,,Event Generators for High-Energy Physics Experiments,J. M. Campbell et al.,2203.11110,https://arxiv.org/abs/2203.11110,NF,Neutrinos,General - cross-listed,papers/2203.11110.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.11110.pdf
615,,Japan’s Strategy for Future Projects in High Energy Physics,M. Endo et al.,2203.13979,https://arxiv.org/abs/2203.13979,NF,Neutrinos,General - cross-listed,papers/2203.13979.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.13979.pdf
616,,Superconducting Nanowire Single-Photon Detectors and Effect of Accumulation and Unsteady Releases of Excess Energy in Materials,S. Pereverzev et al.,2204.01919,https://arxiv.org/abs/2204.01919,NF,Neutrinos,General - cross-listed,papers/2204.01919.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.01919.pdf
617,,How Community Agreements Can Improve Workplace Culture in Physics,E. Barzi et al.,2209.06755,https://arxiv.org/abs/2209.06755,NF,Neutrinos,General - cross-listed,papers/2209.06755.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2209.06755.pdf
618,,Hyper-Kamiokande Experiment,J. Bian et al. (Hyper-Kamiokande Collaboration),2203.02029,https://arxiv.org/abs/2203.02029,NF,Neutrinos,Neutrino Oscillations,papers/2203.02029.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.02029.pdf
619,,Testing Neutrino Flavor Models,J. Gehrlein et al.,2203.06219,https://arxiv.org/abs/2203.06219,NF,Neutrinos,Neutrino Oscillations,papers/2203.06219.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06219.pdf
620,,The CAFAna Framework for Neutrino Analysis,C. Backhouse.,2203.13768,https://arxiv.org/abs/2203.13768,NF,Neutrinos,Neutrino Oscillations,papers/2203.13768.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.13768.pdf
621,,"Physics Community Needs, Tools, and Resources for Machine Learning",P. Harris et al.,2203.16255,https://arxiv.org/abs/2203.16255,NF,Neutrinos,Neutrino Oscillations,papers/2203.16255.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.16255.pdf
622,,Tagged Neutrino Beams,M. Perrin-Terrin.,,https://hal.archives-ouvertes.fr/hal-03634918,NF,Neutrinos,Neutrino Oscillations,papers/HAL-03634918.pdf,https://www.slac.stanford.edu/econf/C210711/papers/HAL-03634918.pdf
623,,"CMB-HD: An Ultra-Deep, High Resolution Millimeter Wave Survey over Half the Sky",N. Sehgal et al.,1906.10134,https://arxiv.org/abs/1906.10134,NF,Neutrinos,Sterile Neutrinos,papers/1906.10134.pdf,https://www.slac.stanford.edu/econf/C210711/papers/1906.10134.pdf
624,,Physics Opportunities with PROSPECT-II,M. Andriamirado et al.,2202.12343,https://arxiv.org/abs/2202.12343,NF,Neutrinos,Sterile Neutrinos,papers/2202.12343.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2202.12343.pdf
625,,Heavy Neutral Lepton Searches at the Electron-Ion Collider,B. Batell et al.,2203.06705,https://arxiv.org/abs/2203.06705,NF,Neutrinos,Sterile Neutrinos,papers/2203.06705.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06705.pdf
626,,Light Sterile Neutrino Searches and Related Phenomenology,M. A. Acero et al.,2203.07323,https://arxiv.org/abs/2203.07323,NF,Neutrinos,Sterile Neutrinos,papers/2203.07323.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07323.pdf
627,,Vector Boson Scattering Processes: Status and Prospects,D. B. Franzosi et al.,2106.01393,https://arxiv.org/abs/2106.01393,NF,Neutrinos,Neutrinos Beyond the Standard Model,papers/2106.01393.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2106.01393.pdf
628,,Heavy Neutrinos at Future Linear e+e− Colliders,K. Mękała et al.,2202.06703,https://arxiv.org/abs/2202.06703,NF,Neutrinos,Neutrinos Beyond the Standard Model,papers/2202.06703.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2202.06703.pdf
629,,Neutrino Self-Interactions,J. M. Berryman et al.,2203.01955,https://arxiv.org/abs/2203.01955,NF,Neutrinos,Neutrinos Beyond the Standard Model,papers/2203.01955.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.01955.pdf
630,,Tau Neutrinos in the Next Decade: from GeV to EeV,R. Mammen Abraham et al.,2203.05591,https://arxiv.org/abs/2203.05591,NF,Neutrinos,Neutrinos Beyond the Standard Model,papers/2203.05591.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.05591.pdf
631,,Coherent Elastic Neutrino-Nucleus Scattering: Terrestrial and Astrophysical Applications,M. Abdullah et al.,2203.07361,https://arxiv.org/abs/2203.07361,NF,Neutrinos,Neutrinos Beyond the Standard Model,papers/2203.07361.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07361.pdf
632,,The International Linear Collider,A. Aryshev et al.,2203.07622,https://arxiv.org/abs/2203.07622,NF,Neutrinos,Neutrinos Beyond the Standard Model,papers/2203.07622.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07622.pdf
633,,The Present and Future Status of Heavy Neutral Leptons,A. M. Abdullahi et al.,2203.08039,https://arxiv.org/abs/2203.08039,NF,Neutrinos,Neutrinos Beyond the Standard Model,papers/2203.08039.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08039.pdf
634,,PIP2-BD: GeV Proton Beam Dump at Fermilab's PIP-II Linac,M. Toups et al.,2203.08079,https://arxiv.org/abs/2203.08079,NF,Neutrinos,Neutrinos Beyond the Standard Model,papers/2203.08079.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08079.pdf
635,,SBN-BD: O(10 GeV) Proton Beam Dump at Fermilab's PIP-II Linac,M. Toups et al.,2203.08102,https://arxiv.org/abs/2203.08102,NF,Neutrinos,Neutrinos Beyond the Standard Model,papers/2203.08102.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08102.pdf
636,,A Strategy for Low-Mass Dark Matter Searches with Cryogenic Detectors in the SuperCDMS SNOLAB Facility,M. F. Albakry et al.,2203.08463,https://arxiv.org/abs/2203.08463,NF,Neutrinos,Neutrinos Beyond the Standard Model,papers/2203.08463.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08463.pdf
637,,Searches for Baryon Number Violation in Neutrino Experiments,P. S. B. Dev et al.,2203.08771,https://arxiv.org/abs/2203.08771,NF,Neutrinos,Neutrinos Beyond the Standard Model,papers/2203.08771.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08771.pdf
638,,Beyond the Standard Model Effects on Neutrino Flavor,C. A. Argüelles et al.,2203.10811,https://arxiv.org/abs/2203.10811,NF,Neutrinos,Neutrinos Beyond the Standard Model,papers/2203.10811.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10811.pdf
639,,LANSCE-PSR Short-Pulse Upgrade for Improved Dark Sector Particle Searches with the Coherent Captain Mills Experiment,R. G. Van de Water et al.,2204.01860,https://arxiv.org/abs/2204.01860,NF,Neutrinos,Neutrinos Beyond the Standard Model,papers/2204.01860.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.01860.pdf
640,,Neutrino Flavor Model Building and the Origins of Flavor and CP Violation,Y. Almumin et al.,2204.08668,https://arxiv.org/abs/2204.08668,NF,Neutrinos,Neutrinos Beyond the Standard Model,papers/2204.08668.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.08668.pdf
641,,Cosmogenic Dark Matter and Exotic Particle Searches in Neutrino Experiments,J. Berger et al.,2207.02882,https://arxiv.org/abs/2207.02882,NF,Neutrinos,Neutrinos Beyond the Standard Model,papers/2207.02882.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2207.02882.pdf
642,,Dark Sector Studies with Neutrino Beams,B. Batell et al.,2207.06898,https://arxiv.org/abs/2207.06898,NF,Neutrinos,Neutrinos Beyond the Standard Model,papers/2207.06898.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2207.06898.pdf
643,,Sensitivity to Heavy Neutral Leptons with the SAND Detector at the DUNE ND Complex,Z. G. Moghaddam et al.,2209.01899,https://arxiv.org/abs/2209.01899,NF,Neutrinos,Neutrinos Beyond the Standard Model,papers/2209.01899.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2209.01899.pdf
644,,A Next-Generation Liquid Xenon Observatory for Dark Matter and Neutrino Physics,J. Aalbers et al.,2203.02309,https://arxiv.org/abs/2203.02309,NF,Neutrinos,Neutrinos from Natural Sources,papers/2203.02309.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.02309.pdf
645,,"Introduction to a Low-Mass Dark Matter Project, ALETHEIA: A Liquid hElium Time projection cHambEr In dArk matter",J. Liao et al.,2203.07901,https://arxiv.org/abs/2203.07901,NF,Neutrinos,Neutrinos from Natural Sources,papers/2203.07901.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07901.pdf
646,,High-Energy and Ultra-High-Energy Neutrinos,M. Ackermann et al.,2203.08096,https://arxiv.org/abs/2203.08096,NF,Neutrinos,Neutrinos from Natural Sources,papers/2203.08096.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08096.pdf
647,,The Project 8 Neutrino Mass Experiment,A. Ashtari Esfahani et al.,2203.07349,https://arxiv.org/abs/2203.07349,NF,Neutrinos,Neutrino Properties,papers/2203.07349.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07349.pdf
648,,Synergy between Cosmological and Laboratory Searches in Neutrino Physics,K. N. Abazajian et al.,2203.07377,https://arxiv.org/abs/2203.07377,NF,Neutrinos,Neutrino Properties,papers/2203.07377.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07377.pdf
649,,Measuring the Electron Neutrino Mass using the Electron Capture Decay of 163Ho,J. Ullom et al.,2203.07572,https://arxiv.org/abs/2203.07572,NF,Neutrinos,Neutrino Properties,papers/2203.07572.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07572.pdf
650,,KATRIN: Status and Prospects for the Neutrino Mass and Beyond,M. Aker et al.,2203.08059,https://arxiv.org/abs/2203.08059,NF,Neutrinos,Neutrino Properties,papers/2203.08059.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08059.pdf
651,,Toward CUPID-1T,A. Armatol et al.,2203.08386,https://arxiv.org/abs/2203.08386,NF,Neutrinos,Neutrino Properties,papers/2203.08386.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08386.pdf
652,,The Selena Neutrino Experiment,A. E. Chavarria et al.,2203.08779,https://arxiv.org/abs/2203.08779,NF,Neutrinos,Neutrino Properties,papers/2203.08779.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08779.pdf
653,,The Ion Fluorescence Chamber (IFC): A New Concept for Directional Dark Matter and Topologically Imaging Neutrinoless Double Beta Decay Searches,B. J. P. Jones et al.,2203.10198,https://arxiv.org/abs/2203.10198,NF,Neutrinos,Neutrino Properties,papers/2203.10198.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10198.pdf
654,,Neutrinoless Double-Beta Decay: A Roadmap for Matching Theory to Experiment,V. Cirigliano et al.,2203.12169,https://arxiv.org/abs/2203.12169,NF,Neutrinos,Neutrino Properties,papers/2203.12169.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.12169.pdf
655,,Electron Scattering and Neutrino Physics,A. Ankowski et al.,2203.06853,https://arxiv.org/abs/2203.06853,NF,Neutrinos,Neutrino Interaction Cross Sections,papers/2203.06853.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06853.pdf
656,,"Theoretical Tools for Neutrino Scattering: Interplay between Lattice QCD, EFTs, Nuclear Physics, Phenomenology, and Neutrino Event Generators",L. Alvarez Ruso et al.,2203.09030,https://arxiv.org/abs/2203.09030,NF,Neutrinos,Neutrino Interaction Cross Sections,papers/2203.09030.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.09030.pdf
657,,Neutrino Scattering Measurements on Hydrogen and Deuterium,L. Alvarez Ruso et al.,2203.11298,https://arxiv.org/abs/2203.11298,NF,Neutrinos,Neutrino Interaction Cross Sections,papers/2203.11298.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.11298.pdf
